"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"1899",215.6658,206.5251,197.7695,189.3815,181.3479,173.6552,166.2858,159.2264,152.4576,145.9726,139.7597,135.6299,129.7936,124.2064,118.858,113.7388,108.8394,104.151,99.6648,95.3727,91.2663,87.3377,83.5793,79.9836,76.5435,73.2522,70.1029,67.0897,64.2064,61.4474,58.8072,56.2807,53.8627,51.5488,49.3344,47.2152,45.1871,43.246,41.3884,39.6105,37.9091,36.2808,34.7224,33.2309,31.8035,30.4375,29.1301,27.8788,26.6814,25.5353,24.43839,23.38876,22.38407,21.42256,20.50239,19.62175,18.77896,17.97229,17.20031,16.46153,15.75445,15.07774,14.4301,13.81028,13.21708,12.64935,12.10602,11.58603,11.08837,10.61207,10.15625,9.72001,9.30249,8.90292,8.5205,8.15453,7.80425,7.46903,7.14821,6.84117,6.54732,6.26608,5.99694,5.73935,5.49282,5.25689,5.03109,4.81498,4.60817,4.41023,4.22079,4.03949,3.86598,3.69993,3.541,3.3889,3.24333,3.10402,2.97069,2.84309,63.3468
"1900",215.5295,206.4023,197.6538,189.2737,181.2468,173.5572,166.1954,159.1416,152.3838,145.9044,139.6967,133.7494,129.7958,124.2094,118.8615,113.7426,108.843,104.154,99.6672,95.3739,91.2664,87.3366,83.5772,79.9805,76.5396,73.2477,70.0979,67.0843,64.2009,61.4418,58.8015,56.2749,53.8572,51.5434,49.3291,47.21,45.1821,43.2413,41.3838,39.6062,37.9049,36.2767,34.7186,33.2272,31.8,30.434,29.1269,27.8757,26.6784,25.5324,24.43569,23.38614,22.38164,21.42021,20.50012,19.61956,18.77685,17.97035,17.19843,16.4597,15.7527,15.07607,14.4285,13.80874,13.2156,12.64795,12.10468,11.58474,11.08713,10.6109,10.15512,9.71892,9.30146,8.90194,8.51956,8.15361,7.80339,7.46821,7.14742,6.84042,6.54659,6.2654,5.99628,5.73871,5.49222,5.2563,5.03052,4.81444,4.60765,4.40974,4.22032,4.03904,3.86555,3.69952,3.5406,3.38852,3.24297,3.10367,2.97036,2.84277,63.3397
"1901",215.3919,206.2714,197.536,189.1639,181.1438,173.4608,166.1009,159.054,152.3021,145.8333,139.6307,133.6883,127.9952,124.2103,118.8632,113.7446,108.8453,104.1562,99.6688,95.3748,91.2663,87.3355,83.575,79.9774,76.5356,73.2428,70.0926,67.0786,64.1948,61.4355,58.7952,56.2687,53.851,51.5373,49.3232,47.2043,45.1765,43.2359,41.3787,39.6012,37.9002,36.2723,34.7142,33.223,31.796,30.4302,29.1231,27.8722,26.675,25.5292,24.43261,23.38316,22.37875,21.41751,20.49761,19.61713,18.7745,17.96807,17.19623,16.45763,15.75071,15.07416,14.42668,13.807,13.21394,12.64635,12.10315,11.58328,11.08574,10.60956,10.15384,9.7177,9.30029,8.90081,8.51849,8.15259,7.8024,7.46726,7.14652,6.83955,6.54576,6.2646,5.99552,5.73799,5.49153,5.25564,5.0299,4.81385,4.60707,4.40918,4.21979,4.03853,3.86506,3.69904,3.54016,3.3881,3.24256,3.10328,2.96999,2.84242,63.3318
"1902",215.2553,206.14,197.4113,189.0511,181.0379,173.3625,166.0085,158.9637,152.2179,145.7545,139.5617,133.624,127.9354,122.4858,118.8625,113.7446,108.8456,104.1567,99.6692,95.3747,91.2655,87.3338,83.5723,79.9737,76.5311,73.2376,70.0867,67.0722,64.188,61.4285,58.7881,56.2616,53.844,51.5304,49.3165,47.1978,45.1702,43.2298,41.3728,39.5956,37.8947,36.267,34.7092,33.2182,31.7914,30.4259,29.1189,27.8681,26.6711,25.5255,24.42909,23.37975,22.37555,21.41441,20.4946,19.61431,18.77177,17.96542,17.19376,16.45524,15.74843,15.07197,14.42459,13.80499,13.21202,12.64452,12.10139,11.5816,11.08413,10.60802,10.15237,9.71629,9.29894,8.89952,8.51725,8.1514,7.80127,7.46618,7.14548,6.83855,6.54482,6.2637,5.99465,5.73716,5.49072,5.25487,5.02916,4.81314,4.60639,4.40854,4.21917,4.03795,3.8645,3.69851,3.53965,3.38761,3.2421,3.10283,2.96956,2.84201,63.3226
"1903",215.1043,206.0088,197.2852,188.9316,180.931,173.2613,165.914,158.8749,152.1311,145.6733,139.4855,133.557,127.8729,122.4274,117.211,113.7426,108.8441,104.1556,99.6682,95.3737,91.264,87.3317,83.5694,79.9699,76.5263,73.232,70.0805,67.0653,64.1808,61.421,58.7804,56.2539,53.8362,51.5227,49.3089,47.1905,45.1631,43.2229,41.3661,39.5892,37.8886,36.2611,34.7035,33.2129,31.7862,30.4209,29.1142,27.8637,26.6668,25.5214,24.4251,23.37598,22.37188,21.41095,20.49124,19.61105,18.7687,17.96254,17.19096,16.45257,15.74587,15.06953,14.42224,13.80275,13.20987,12.64247,12.09943,11.57971,11.08233,10.6063,10.15072,9.7147,9.29743,8.89807,8.51586,8.15008,7.8,7.46497,7.14432,6.83745,6.54375,6.26268,5.99367,5.73623,5.48984,5.25402,5.02834,4.81236,4.60565,4.40782,4.21849,4.03729,3.86388,3.6979,3.53907,3.38705,3.24157,3.10233,2.96907,2.84154,63.3123
"1904",214.9516,205.8644,197.1603,188.8116,180.8165,173.1582,165.8172,158.7841,152.0456,145.5895,139.407,133.4831,127.8076,122.3663,117.1536,112.1607,108.8406,104.1526,99.6655,95.3711,91.2614,87.3287,83.5658,79.9656,76.5213,73.2261,70.0738,67.0582,64.1731,61.413,58.7721,56.2454,53.8278,51.5145,49.3008,47.1824,45.1553,43.2154,41.3589,39.5822,37.8819,36.2547,34.6973,33.2069,31.7805,30.4154,29.1089,27.8586,26.662,25.5167,24.42068,23.37178,22.36781,21.40709,20.48759,19.6075,18.76535,17.95929,17.1879,16.44959,15.74302,15.06681,14.41963,13.80026,13.20748,12.64017,12.09724,11.57762,11.08032,10.60438,10.14888,9.71295,9.29575,8.89646,8.51432,8.14861,7.7986,7.46362,7.14303,6.83621,6.54257,6.26155,5.99259,5.73519,5.48884,5.25308,5.02743,4.81149,4.60482,4.40703,4.21772,4.03656,3.86317,3.69724,3.53843,3.38644,3.24098,3.10177,2.96854,2.84103,63.3008
"1905",214.7992,205.7183,197.0213,188.6908,180.7006,173.0486,165.7182,158.691,151.9581,145.5069,139.3258,133.4066,127.7353,122.3019,117.0932,112.1038,107.3248,104.1471,99.6604,95.3664,91.2568,87.3241,83.5609,79.9602,76.5153,73.2195,70.0665,67.0502,64.1646,61.404,58.7629,56.236,53.8183,51.5051,49.2915,47.1734,45.1465,43.2068,41.3506,39.5742,37.8742,36.2473,34.6902,33.2001,31.774,30.4091,29.1029,27.8529,26.6565,25.5115,24.41567,23.36691,22.36326,21.40267,20.48328,19.60351,18.76146,17.95561,17.18432,16.44619,15.73977,15.06369,14.41666,13.7974,13.20475,12.63757,12.09473,11.57522,11.07803,10.60219,10.14678,9.71095,9.29383,8.89462,8.51257,8.14692,7.79699,7.46208,7.14155,6.83479,6.54121,6.26025,5.99135,5.734,5.4877,5.25199,5.02639,4.81049,4.60387,4.40612,4.21686,4.03573,3.86237,3.69647,3.53769,3.38574,3.24031,3.10113,2.96792,2.84044,63.2878
"1906",214.6494,205.5735,196.8817,188.5592,180.5858,172.9376,165.6131,158.5961,151.8688,145.4227,139.2461,133.3282,127.6613,122.2319,117.0308,112.0449,107.2694,102.6956,99.6541,95.3606,91.2514,87.3189,83.5556,79.9547,76.5093,73.213,70.0594,67.0424,64.1562,61.3952,58.7538,56.2267,53.8088,51.4955,49.282,47.164,45.1373,43.1978,41.3419,39.5658,37.8661,36.2394,34.6827,33.1929,31.7672,30.4026,29.0967,27.8468,26.6507,25.506,24.41034,23.36182,22.35841,21.39794,20.47888,19.59923,18.7574,17.95165,17.18057,16.44262,15.73635,15.06041,14.41352,13.79441,13.20189,12.63482,12.09211,11.57271,11.07562,10.59988,10.14458,9.70883,9.29181,8.89269,8.51072,8.14515,7.79529,7.46045,7.14,6.83331,6.5398,6.25889,5.99005,5.73276,5.48651,5.25085,5.02531,4.80944,4.60286,4.40516,4.21594,4.03485,3.86154,3.69568,3.53693,3.38501,3.23961,3.10045,2.96728,2.83982,63.274
"1907",214.5101,205.4293,196.7434,188.425,180.4594,172.8278,165.5072,158.4953,151.7775,145.3366,139.1648,133.2511,127.5851,122.1599,116.9625,111.9838,107.2116,102.6411,98.2638,95.3531,91.2443,87.3122,83.5492,79.9483,76.5028,73.206,70.0519,67.0344,64.1477,61.3862,58.7443,56.2169,53.7989,51.4855,49.2721,47.1542,45.1276,43.1883,41.3326,39.5568,37.8575,36.2311,34.6747,33.1852,31.7597,30.3955,29.0899,27.8403,26.6444,25.5,24.40462,23.35635,22.35309,21.39296,20.47403,19.59461,18.753,17.94747,17.1766,16.43876,15.73265,15.05689,14.41014,13.79117,13.19879,12.63185,12.08927,11.56999,11.07302,10.5974,10.1422,9.70656,9.28963,8.89061,8.50872,8.14324,7.79346,7.4587,7.13833,6.8317,6.53826,6.25742,5.98864,5.73141,5.48522,5.24961,5.02412,4.80832,4.60179,4.40412,4.21495,4.0339,3.86063,3.6948,3.5361,3.38421,3.23885,3.09973,2.96659,2.83915,63.2591
"1908",214.3756,205.2964,196.6056,188.292,180.3305,172.7064,165.4015,158.3936,151.6805,145.2485,139.0815,133.1722,127.5101,122.0857,116.8921,111.9169,107.1516,102.5843,98.2101,94.0212,91.2356,87.304,83.5414,79.9408,76.4953,73.1985,70.0441,67.026,64.1389,61.3769,58.7346,56.2069,53.7886,51.4751,49.2616,47.1437,45.1173,43.1783,41.3228,39.5473,37.8481,36.2221,34.6661,33.1769,31.7517,30.3878,29.0825,27.8333,26.6377,25.4935,24.39847,23.35046,22.34745,21.38757,20.46889,19.5897,18.74822,17.94291,17.17226,16.4346,15.72868,15.05307,14.4065,13.78768,13.19545,12.62866,12.08621,11.56707,11.07022,10.59472,10.13964,9.7041,9.28728,8.88835,8.50656,8.14118,7.79149,7.45682,7.13652,6.82998,6.53661,6.25584,5.98713,5.72996,5.48384,5.24829,5.02285,4.8071,4.60062,4.40301,4.21389,4.03289,3.85966,3.69387,3.53521,3.38336,3.23803,3.09894,2.96583,2.83844,63.2432
"1909",214.2409,205.1671,196.478,188.1596,180.2038,172.5836,165.2845,158.291,151.5809,145.1524,138.993,133.0871,127.4282,122.0065,116.8129,111.8408,107.0783,102.5172,98.146,93.9599,89.9515,87.2858,83.5239,79.924,76.4789,73.1825,70.0283,67.0104,64.1231,61.3609,58.7186,56.1907,53.7723,51.4589,49.2455,47.1279,45.1017,43.1631,41.3081,39.533,37.8344,36.2088,34.6533,33.1646,31.7399,30.3765,29.0717,27.8229,26.6277,25.4839,24.38929,23.34165,22.33911,21.37949,20.46115,19.5823,18.74116,17.93618,17.16576,16.42843,15.72276,15.04742,14.40108,13.78249,13.19049,12.62391,12.08167,11.56272,11.06605,10.59073,10.13582,9.70046,9.28379,8.88501,8.50337,8.13812,7.78856,7.45401,7.13384,6.82741,6.53415,6.25348,5.98488,5.72781,5.48177,5.24631,5.02096,4.8053,4.59889,4.40136,4.2123,4.03137,3.85821,3.69248,3.53387,3.38209,3.23682,3.09777,2.96472,2.83737,63.2194
"1910",214.1113,205.0377,196.3549,188.0381,180.0776,172.4611,165.1673,158.1799,151.4841,145.0591,138.9037,133.0057,127.3508,121.9329,116.7424,111.7708,107.0116,102.4535,98.0884,93.9053,89.8996,86.064,83.5132,79.9137,76.4692,73.173,70.0189,67.001,64.1135,61.3511,58.7083,56.1801,53.7615,51.4478,49.2342,47.1165,45.0905,43.152,41.2972,39.5223,37.8239,36.1988,34.6435,33.1552,31.7308,30.3678,29.0633,27.8148,26.62,25.4766,24.38223,23.33497,22.3326,21.37334,20.45526,19.57666,18.73576,17.93102,17.16083,16.42366,15.71821,15.04306,14.3969,13.7785,13.18667,12.62026,12.07817,11.55937,11.06286,10.58766,10.13288,9.69764,9.28109,8.88243,8.5009,8.13576,7.7863,7.45185,7.13177,6.82544,6.53225,6.25167,5.98314,5.72615,5.48019,5.2448,5.01951,4.8039,4.59756,4.40008,4.21108,4.0302,3.85709,3.69141,3.53285,3.3811,3.23587,3.09688,2.96386,2.83655,63.2011
"1911",213.982,204.9143,196.2307,187.9202,179.9602,172.341,165.0505,158.0674,151.3773,144.9658,138.8134,132.9192,127.2717,121.8574,116.6704,111.7018,106.943,102.3881,98.0258,93.8486,89.8457,86.0127,82.3426,79.902,76.4579,73.1622,70.0085,66.9908,64.1034,61.3407,58.6977,56.1692,53.7504,51.4363,49.2226,47.1049,45.0788,43.1404,41.2857,39.5111,37.8129,36.188,34.6332,33.1452,31.7212,30.3585,29.0544,27.8063,26.6118,25.4688,24.37473,23.32776,22.32567,21.36668,20.44897,19.57063,18.72998,17.92539,17.15543,16.41858,15.71335,15.03841,14.39245,13.77424,13.18259,12.61635,12.07443,11.55579,11.05943,10.58438,10.12975,9.69464,9.27822,8.87969,8.49827,8.13324,7.78389,7.44955,7.12956,6.82333,6.53023,6.24974,5.98129,5.72438,5.47849,5.24317,5.01796,4.80242,4.59614,4.39871,4.20978,4.02895,3.85589,3.69027,3.53176,3.38006,3.23487,3.09593,2.96294,2.83567,63.1815
"1912",213.8495,204.7903,196.1125,187.8021,179.8472,172.2295,164.9349,157.9553,151.2692,144.8629,138.7234,132.832,127.1879,121.7805,116.597,111.6316,106.8756,102.321,97.9618,93.7873,89.7901,85.9598,82.2923,78.7808,76.4455,73.1503,69.9971,66.9798,64.0926,61.33,58.6869,56.1582,53.7391,51.4248,49.211,47.093,45.0669,43.1285,41.2739,39.4994,37.8016,36.177,34.6224,33.1348,31.7111,30.3488,29.045,27.7974,26.6033,25.4605,24.36686,23.32019,22.31848,21.35977,20.44233,19.56426,18.72387,17.91963,17.14991,16.41324,15.70824,15.0335,14.38776,13.76975,13.17829,12.61224,12.0705,11.55203,11.05583,10.58094,10.12646,9.69148,9.27521,8.8768,8.49551,8.1306,7.78136,7.44712,7.12725,6.8211,6.52811,6.2477,5.97935,5.72251,5.47671,5.24147,5.01633,4.80085,4.59464,4.39729,4.20841,4.02764,3.85464,3.68907,3.53061,3.37896,3.23382,3.09492,2.96198,2.83475,63.161
"1913",213.6935,204.664,195.9945,187.6879,179.7341,172.1204,164.8277,157.8443,151.1615,144.7589,138.6242,132.7447,127.1032,121.6989,116.5219,111.5597,106.8068,102.2548,97.896,93.7244,89.7299,85.905,82.2401,78.7311,75.3713,73.1369,69.9843,66.9675,64.0808,61.3184,58.6754,56.1468,53.7275,51.4131,49.199,47.0809,45.0547,43.1162,41.2617,39.4874,37.7897,36.1654,34.6111,33.1239,31.7006,30.3386,29.0352,27.7879,26.5942,25.4518,24.35845,23.31218,22.31078,21.35246,20.4353,19.5575,18.71737,17.91339,17.14393,16.40757,15.70282,15.02832,14.3828,13.76501,13.17375,12.60789,12.06633,11.54805,11.05201,10.57729,10.12296,9.68814,9.272,8.87373,8.49258,8.12779,7.77867,7.44455,7.12478,6.81875,6.52586,6.24555,5.97728,5.72053,5.47482,5.23965,5.0146,4.79919,4.59306,4.39577,4.20695,4.02625,3.85331,3.6878,3.52939,3.37779,3.2327,3.09385,2.96096,2.83377,63.1392
